"id";"product_name";"countries";"ingredients";"brands";"stores";"image_url"
"5410228195832";"Leffe Ruby";"[""France""]";"{""aromes-de-fraise"":""arômes de fraise"",""airelle-et-bois-de-rose-avec-sucres-et-edulcorants"":""airelle et bois de rose. Avec sucres et édulcorants."",""contient"":""Contient"",""framboise"":""framboise"",""malt-d-orge"":""malt d'orge"",""jus-concentre-de-sureau-0"":""jus concentré de sureau 0‚""}";"[""Leffe""]";"[""Leclerc""]";""
"5410228197607";"Hoegaarden Citron";"[""Belgique""]";"null";"[""Hoegaarden""]";"null";""
"5410228197089";"Rituel 9°";"[""France""]";"{"""":""."",""biere"":""Bière"",""contient-du-malt-d-orge"":""contient du malt d'_orge_""}";"[""Leffe""]";"[""Cora""]";""
"5410228195825";"Ruby";"[""France""]";"{""aromes-de-fraise"":""arômes de fraise"",""concentre-de-sureau-0"":""concentré de sureau 0‚"",""framboise"":""framboise"",""malt-d-orge"":""Malt d'orge"",""airelle-et-bois-de-rose"":""airelle et bois de rose.""}";"[""Leffe"",""InBev""]";"null";""
;"Bière Tauro";"[""Belgique""]";"{""contient-du-malt-d-orge\r\nalcool-8-3-vol"":""Contient du malt d'orge\r\nAlcool 8‚3 % Vol.""}";"[""Jupiler""]";"null";""
"5410228191551";"Rituel 9°";"[""France""]";"{"""":""."",""biere"":""Bière"",""contient-du-malt-d-orge"":""contient du malt d'_orge_""}";"[""Leffe""]";"[""Franprix""]";""
"5410228191568";"9°";"[""France""]";"{""contient-du-malt-d-orge"":""Contient du malt d'orge.""}";"[""Leffe"",""InBev""]";"null";""
"5410228193449";"extra kriek";"[""belgium""]";"{""minimum-13-5-de-fruits"":""Minimum 13‚5 % de fruits"",""dont-9-de-cerises"":""dont 9% de cerises"",""avec-sucre-et-edulcorants-\r\ncontient-du-malt-d-orge-et-du-froment"":""avec sucre et edulcorants.\r\nContient du malt d'orge et du froment""}";"[""belle-vue""]";"null";""
"5411223013077";"Framboise foudroyante";"[""France""]";"{""avec-sucre-et-edulcorant-contient-malt-d-orge-et-froment"":""avec sucre et édulcorant. Contient malt d'_orge_ et _froment_."",""biere-belge-avec-min-30-jus-de-framboise-et-aromatisees-avec-aromes-de-framboise"":""Bière belge avec min 30 % jus de framboise et aromatisées avec arômes de framboise""}";"[""SA Difcom""]";"[""Casino""]";""
"5411223030067";"Faro Lambic";"[""France""]";"{""eau-de-brassage"":""Eau de brassage"",""froment"":""froment"",""sucre-candi"":""sucre candi"",""houblon"":""houblon"",""levure"":""levure"",""edulcorant-d-origine-naturelle"":""édulcorant d'origine naturelle."",""malt"":""malt""}";"[""Lindemans""]";"[""Casino""]";""
