"id";"product_name";"countries";"ingredients";"brands";"stores";"energy_100g (kcal)";"sugars (g)";"fat (g)";"nutriments";"image_url"
"3330720002327";"Bonbons arôme framboise";"France";"Bonbons arôme framboise
sucre de canne, sirop de glucose, acidifiant, acide citrique, arôme framboise, colorants, E122, E124";"Lucien Georgelin";"";;;;"";""
"4029811153428";"Candy Jock Strap";"France";"Dextrose, Amidon modifié de maïs, Anti-agglomérant, Acidifiant, acide citrique, Arômes, Colorants E129, Rouge 40, E102, Jaune 5, E133, Bleu 1, ., Sels de magnésium, d'acides gras";"Out of the blue KG";"L'univers de Léo";"401.8111";"84";"0";"energy_value 1682, sugars_value 84, sodium_value 00, salt_value 0, energy_100g 1682, proteins_value 0, saturated-fat_value 0, alcohol_value 0, fat_value 0, carbohydrates_value 97, fiber_value 0, calcium_value 17";""
"3596710397464";"Escargots lait";"France";"praliné, pâte d'amandes, _fruits à coque_, ), sucre, beurre de cacao, poudre de _lait_ entier, graisses végétales, pâte de cacao, éclats de noisettes, _fruits à coques_, lactose, _lait_, poudre de _lait_ écrémé, cacao maigre en poudre, émulsifiant, lécithine de tournesol, arômes, matière grasse de _lait_ anhydre, lactosérum en poudre, _lait_, ., sucre, pâte de noisettes, _fruits à coque_, palme, palmiste";"Vendome";"Simply Market";"539.65";"50";"34";"saturated-fat_value 16, proteins_value 7.3, energy_100g 2259, salt_value 0.1, sugars_value 50, sodium_value 0.03937007874015748, energy_value 2259, fiber_value 3.3, carbohydrates_value 50, fat_value 34";""
"3596710219988";"Sunny mix";"France";"Sirop de glucose de blé, sirop de sucre mélassé, contient des sulfites, farine de blé, sucre, gélatine de porc, matière grasse végétale, palme, sel, acidifiant, acide citrique, poudre de lait, arômes, suc de réglisse, huile végétale, coco, agent d'enrobage, colorants, curcumine, bleu patenté V, extrait de paprika, rouge de betterave, amidon de blé., cire végétale, carnauba";"Rik&Rok, Auchan";"Auchan";;;;"";""
"3596710350209";"Chocolat au lait supérieur";"France";"Sucre, lait entier en poudre, beurre de cacao, pâte de cacao, lactose, poudre de lactosérum, pâte de noisettes, matière grasse laitière, émulsifiant, lécithine de colza, arôme.";"Auchan";"Auchan";"533.2";"56";"31";"carbohydrates_value 57, fat_value 31, fiber_value 1.9";""
"3596710336326";"Mini bonbons menthe sans sucres";"France";"";"Auchan";"";"232.2";"0.2";"0";"saturated-fat_value 0, proteins_value 0, energy_100g 972, salt_value 0.02, polyols_value 96.9, sodium_value 0.007874015748031496, sugars_value 0.2, energy_value 972, carbohydrates_value 97.1, fat_value 0";""
"3596710347544";"Bouteilles Bubble";"France";"Sucre, sirop de glucose, eau, gélatine de porc, acidifiants, acide malique, acide tartrique, correcteur d'acidité, carbonate acide de sodium, colorants, bleu brillant FCF, cochenille, dioxyde de titane, arôme.";"Auchan";"Simply, Auchan";"337.78888";"63";"0.2";"carbohydrates_value 76.6, fat_value 0.2, energy_100g 1414, salt_value 0.21, energy_value 1414, sugars_value 63, sodium_value 0.0826771653543307, saturated-fat_value 0.2, proteins_value 5.4";""
"3596511601005";"Croq'Andise";"France";"";"La Pie qui Chante";"";;;;"";""
"87108086";"Mentos";"France";"sucre, sirop de glucose, jus de fruits, huile de noix de coco totalement hydrogénée, acidifiant, acide citrique, fécule, arôme, maltodextrine, agent épaississants, émulsifiant, sucroesters d'acides gras, agent d'enrobage, colorants, ., fraise, orange, citron, gomme gellane, gomme de cellulose, gomme arabique, cire de carnauba, cire d'abeille, bêta-carotène, rouge de betterave";"Mentos";"";;;;"";""
"29036059";"Frühlings Mandeln Vanille";"Deutschland";"Zucker, _Mandeln_, Kakaobutter, _Vollmilchpulver_, _Sahnepulver_, natürliches Vanille-Aroma mit anderen natürlichen Aromen, Traubenzucker, Emulgator, Sonnenblumen, Lecithine, _Weizenstärke_, Selafett.";"Oster Phantasie";"";"555.1778";"48.7";"34.9";"carbohydrates_value 48.7, fat_value 34.9, energy_100g 2324, salt_value 0.13, energy_value 2324, sodium_value 0.051181102362204724, sugars_value 48.7, saturated-fat_value 17.3, proteins_value 10.8";""
"2092933299994";"Oeufs fourrés";"France";"Sucre, _noisettes_, poudre de _lait_ entier, beurre de cacao, pâte de cacao, colorants, E171, E172, E160a, E141i, E100, amidon de riz, arôme vanille naturel, émulsifiant, lécithine de _soja_, glucose, épaississant E414.";"Hema";"";"513.13336";"62.4";"25.6";"carbohydrates_value 64, fat_value 25.6, fiber_value 2.3, salt_value 0.10, energy_100g 2148, sodium_value 0.03937007874015748, sugars_value 62.4, energy_value 2148, proteins_value 5.5, saturated-fat_value 11.3";""
"9310434000837";"Soft Jellies Fruit Salad ";"Australia, New Zealand";"Cane sugar, Glucose Syrup, From _wheat_ or corn, water, gelatin, Citric Acid, Fumaric Acid, Natural Flavours, Chlorophyll, Anthocyanin, Black Carrot, Elderberry, Tumeric, Fruit Juice";"The Natural Confectionery Co.";"";"332.05554";"62.6";"1";"carbohydrates_value 77.4, fat_value 1, proteins_value 3.6, saturated-fat_value 1, energy_100g 1390, sugars_value 62.6, sodium_value 11, energy_value 1390";""
"0085239024430";"Gummy worms";"United States";"";"Market Pantry";"";"1320";"16";"0";"cholesterol_value 0, proteins_value 3, saturated-fat_value 0, energy_100g 1320, sodium_value 15, fiber_value 0, carbohydrates_value 28, energy-from-fat_value 0, sugars_value 16, iron_value 0, energy_value 120, calcium_value 0, vitamin-a_value 0, trans-fat_value 0, vitamin-c_value 0, fat_value 0";""
"084909006332";"Tamarind candy hot";"France";"tamarin, farine de riz, sucre, sel, piment 0.5%.";"Cock brand";"";;;;"";""
"20229429";"Latte Macchiato Truffles";"France";"Sucre, beurre de cacao, beurre concentré, contient du _lait_, pâte de cacao, _lait_ entier en poudre, _lait_ écrémé en poudre, crème en poudre, contient du _lait_, lactose, issu du _lait_, lactosérum doux en poudre, issu du _lait_, 0‚8% café torréfié, émulsifiant, arôme naturel, extrait de vanille., lécithines, sel";"Deluxe";"LIDL";"571.66113";"46.5";"38.8";"carbohydrates_value 47.9, fat_value 38.8, saturated-fat_value 24, proteins_value 7.4, energy_100g 2393, salt_value 0.25, sodium_value 0.09842519685039369, sugars_value 46.5, energy_value 2393";""
"3770001102160";"Praline";"La Réunion";"Eau, sucre, cacahuète.";"";"";;;;"";""
"7310350116249";"Gott & Blandat Supersur";"Sverige";"socker, glukossirap, modifierad stärkelse, gelatin, syror, färgämnen, fullhärdat palmfett, aromer, karamelliserat socker, koncentrat från, E296, E270, E330, E170, E120, E160c, E133, E100, svart morot, morot, svarta vinbär, spirulina, safflor";"Gott & Blandat, Malaco, Cloetta";"Coop";"361.67776";"56";"0.1";"fat_value 0.1, carbohydrates_value 83, proteins_value 4, saturated-fat_value 0.1, energy_value 1514, sodium_value 0, sugars_value 56, salt_value 0, energy_100g 1514";""
"7310350117116";"Kick Sea Salt";"Danemark, Allemagne, Norvège, Suède";"Sirop de glucose, lait écrémé concentré sucré, huile végétale hydrogénée, sirop de glucose-fructose, extrait de réglisse, sel de mer, colorant, E153, arôme., palme, palmiste";"";"";"397.9889";"54";"11";"energy_value 1666, sodium_value 0.9055118110236219, sugars_value 54, energy_100g 1666, salt_value 2.3, saturated-fat_value 9.1, proteins_value 0, fat_value 11, carbohydrates_value 73";""
"7318690085249";"Ica Basic Fruktkolor";"Sverige";"Glukossirap, socker fullhårdad kokosolja, fruktjuice fràn koncentrat, gelatin, från gris, syra, E330, aromer, geleringsmedel, E414, dextrin, färgämnen, ., jordgubbe, citron, apelsin, E160e, E162, E160a";"Ica, Ica Basic";"Ica";"406.1111";"55";"7";"fat_value 7, carbohydrates_value 83, energy_value 1700, sodium_value 0, sugars_value 55, salt_value 0, energy_100g 1700, proteins_value 0.8, saturated-fat_value 7";""
"26038551";"Mix Sucettes";"France";"Sucettes de sucre cuit, sucre, sirop de glucose acidifiant, acide citrique, arômes stabilisant, E 471, colorants, E120, rouge/fraise, E 133, bleu/Cola, E160a, orange/orange, E163 rouge/fraise).

Sucette de sucre cuit acide, sucre, sirop de glucose, acidifiant, acide citrique, arôme stabilisant, E471, huile de palme, colorants, E100, E120, E 133, E 16Oa, E 160
E 160 couleur rouge, E 120/E163, cerise, .Couleur bleu, E133, cola, . Couleur, orange, . Couleur jaune et rouge, E100, jaune/citron, et
E120/E163, rouge/citron, .

Sucette gomme à mâcher, sucre, sirop de glucose, gomme base, acidifiant, acide citrique, arômes, humectant, glycérol, stabilisant, E471, Colorants, E120, rouge/cerise, E133, bleu/cola, E163, rouge/cerise, E l00, jaune citron, E10 0et E133, vert/pomme";"Petit Furet";"Aldi";"397.9889";"74.1";"1.2";"fat_value 1.2, carbohydrates_value 95.4, saturated-fat_value 0, proteins_value 0.2, sodium_value 0.003937007874015748, sugars_value 74.1, energy_value 1666, energy_100g 1666, salt_value 0.01";""
"5774540478500";"Toms Pingvin Mint Stänger";"Sweden";"";"Toms";"ICA";"379.83334";"66";"3";"carbohydrates_value 84, fat_value 3, salt_value .26, energy_100g 1590, energy_value 1590, sugars_value 66, sodium_value 0.10236220472440945, proteins_value 2, saturated-fat_value 3";""
"20651022";"Dragi Color";"France";"Sucre, sirop de glucose, eau, amidons modifiés, acidifiants, acide malique, acide fumarique, acide citrique, arômes, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba, shellac, huile de coco, colorants, curcumine, carmins, bleu patenté V, bleu brillant FCF, charbon végétal médicinal., pomme de terre, maïs";"Sugar Land";"LIDL";"364.30554";"72";"0";"carbohydrates_value 90, fat_value 0, fiber_value 0, energy_100g 1525, salt_value 0.06, sodium_value 0.023622047244094484, sugars_value 72, energy_value 1525, saturated-fat_value 0, proteins_value 0";""
"037014242317";"Natural Milk Chocolate";"Canada";"chocolate liquor, milk, cane sugar, cocoa butter, lactose, soy lecithin, vanilla";"endangered species chocolate";"Ambrosia";"920";"15";"17";"sugars_value 15, energy_value 220, iron_value 6, salt_value 101.6, fat_value 17, vitamin-c_value 0, trans-fat_value 0.1, vitamin-a_value 2, calcium_value 10, sodium_value 40, energy_100g 920, saturated-fat_value 10, cholesterol_value 10, proteins_value 4, carbohydrates_value 20, fiber_value 2";""
"0037466062150";"Lindor White";"United States";"";"Lindt";"";"2670";"14";"19";"fat_value 19, vitamin-c_value 0, trans-fat_value 0, vitamin-a_value 0, energy_value 230, iron_value 0, sugars_value 14, energy-from-fat_value 170, carbohydrates_value 14, fiber_value 1, sodium_value 30, energy_100g 2670, saturated-fat_value 14, proteins_value 2, cholesterol_value 5";""
"0032134232248";"Sour Chewy Cubes";"United States";"Sugar, Corn Syrup, Corn Starch, Modified Corn Starch, Citric Acid, Tartaric Acid, Red 40, Yellow 5, Yellow 6, Blue 1, Artificial Color, Natural and Artificial Flavors, Fumaric Acid, Sodium Citrate.";"Warheads";"";"1460";"25";"0";"fiber_value 0, carbohydrates_value 34, cholesterol_value 0, proteins_value 0, saturated-fat_value 0, sodium_value 15, energy_100g 1460, trans-fat_value 0, vitamin-c_value 0, calcium_value 0, vitamin-a_value 0, fat_value 0, energy-from-fat_value 0, sugars_value 25, iron_value 0, energy_value 140";""
"0034000114702";"Reese's Pieces";"France, United States";"SUGAR, PARTIALLY DEFATTED _PEANUTS_, PARTIALLY HYDROGENATED VEGETABLE OIL, PALM KERNEL AND _SOYBEAN_ OIL, CORN SYRUP, DEXTROSE, CONTAINS 2% OR LESS OF, ARTIFICIAL COLOR, YELLOW 5 LAKE, RED 40 LAKE, YELLOW 6 LAKE, BLUE 1 LAKE, SALT, RESINOUS GLAZE, _SOY_ LECITHIN, MODIFIED CORNSTARCH, CARNAUBA WAX, VANILLIN, ARTIFICIAL FLAVOR, _MILK_.";"Reese, Reese's";"Intermarché";"2090";"21";"9";"cholesterol_value 0, proteins_value 5, saturated-fat_value 8, energy_100g 2090, sodium_value 55, fiber_value 2, carbohydrates_value 25, energy-from-fat_value 80, salt_value 0.1397, sugars_value 21, energy_value 200, iron_value 4, calcium_value 0, vitamin-a_value 0, trans-fat_value 0, vitamin-c_value 0, fat_value 9";""
"0034000449095";"Peanut Butter Cups Miniatures";"France";"Chocolat au _lait_, ., sucre, beurre de cacao, cacao, pâte de cacao, _lait_ écrémé en poudre, graisses de _lait_, _lactose_, émulsifiants, lécithine de _soja_ et polyricinoléate de polyglycérol, beurre de _cacahuète_, _cacahuètes_, sucre, dextrose, graisses de _lait_, sel, émulsifiant, propylène glycol, antioxydant, gallate de propyle, acidifiant, acide citrique";"Reese's";"Auchan";"546.81665";"51.7";"20.7";"fiber_value 3.4, carbohydrates_value 58.1, cholesterol_value 10.9, proteins_value 3.6, saturated-fat_value 12.5, sodium_value 0.28, energy_100g 2289, trans-fat_value 0.5, fat_value 20.7, monounsaturated-fat_value 12.4, polyunsaturated-fat_value 5.4, sugars_value 51.7, energy_value 2289, salt_value 0.7112";""
"0034000448609";"Peanut Butter Cups Miniatures";"France";"Chocolat au lait, _cacahuètes_, sucre, dextrose, sel, conservateur, TBHQ., sucre, beurre de cacao, chocolat, _lait_ écrémé, matière grasse de _lait_, _lactose_, lécithine de _soja_, émulsifiant, polyricinoléate de polyglycérol";"Reese's";"";"2090";"23";"13";"fat_value 13, trans-fat_value 0, calcium_value 4, sugars_value 23, energy_value 220, iron_value 4, salt_value 330.2, carbohydrates_value 26, fiber_value 1, sodium_value 130, energy_100g 2090, proteins_value 4, saturated-fat_value 5";""
"3102629991275";"Calissons d'Aix";"France";"_Amandes_, melons confits, sucre, sirop de glucose-fructose, blanc d'_œuf_ sec reconstitué, écorces d'oranges confites, pain azyme, arômes naturels, quinine, ., melon, sirop de glucose-fructose, sucre, écorces d'oranges, sirop de glucose-fructose, sucre, fécule de pomme de terre, huile de tournesol";"Douceurs de Provence";"";;;;"";""
"3102622701604";"Calinous";"France";"_Amandes_, melons confits, sucre, sirop de glucose-fructose, blanc d'_oeuf_, écorces d'oranges confites, pain azyme, arômes naturels, quinine, ., melons, sirop de glucose-fructose, sucre, écorces d'oranges, sirop de glucose-fructose, sucre, fécule de pomme de terre, huile de tournesol";"Confiserie du Roy René";"Leclerc";;;;"";""
"3103230037218";"Happy'Life";"France";"Sirop de glucose, sucre, dextrose, gélatine, amidon, acidifiants, acide citrique, acide malique, arôme, concentrés de fruits et plantes, pomme, kiwi, épinard, ortie, carthame, spiruline, extrait de fruit, caroube, sirop de sucre inverti, sirop de caramel, correcteurs d'acidité, citrate monosodique, malate acide de sodium, colorants, curcumine, carmins, charbon végétal médicinal, carotènes végétaux, lutéine, anthocyanes, bleu patenté V, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba.";"Haribo";"";"338.74445";"47";"0.5";"proteins_value 6.1, saturated-fat_value 0.1, sugars_value 47, sodium_value 0.011811023622047244, energy_value 1418, salt_value 0.03, energy_100g 1418, fat_value 0.5, carbohydrates_value 76";""
"3103220939802";"L'Ours d'Or";"France";"";"Haribo";"";;;;"";""
"3103220009635";"Rotella l'original";"France";"Sirop de sucre mélassé, farine de _blé_, sirop de glucose, amidon, extrait de réglisse, 1‚, maltodextrine, sel, arôme naturel d'anis étoilé, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba";"Haribo";"Super U";"1247";"38.0";"0.8";"salt_value 1.8, energy_100g 1247, energy_value 298, sodium_value 0.7086614173228346, sugars_value 38.0, proteins_value 3.7, saturated-fat_value 0.2, carbohydrates_value 69.0, fat_value 0.8";""
"3103220009581";"Oeufs au plat";"France";"";"Haribo";"";;;;"";""
"3103220009826";"Dragibus";"France";"Sucre, sirop de glucose, amidon, acidifiants, acide citrique, acide malique, correcteurs d'acidité, citrate monosodique, malates de sodium, arômes, colorants, curcumine, carmins, bleu patenté V, charbon végétal, carotènes mélangés, anthocyanes, agent d'enrobage, cire de carnauba.";"Haribo";"";"384.6111";;"0";"proteins_value 0.5, energy_100g 1610, carbohydrates_value 94, energy_value 1610, fat_value 0";""
"3103220009154";"Oeufs au plat";"France";"Sirop de glucose, sucre, dextrose, gélatine, acidifiant, anthocyanes, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba., acide citrique, arôme, colorants, carotènes végétaux";"Haribo";"Netto";"338.74445";"60";"0.5";"saturated-fat_value 0.1, proteins_value 5, energy_100g 1418, salt_value 0.01, sodium_value 0.00393700787401575, sugars_value 60, energy_value 1418, carbohydrates_value 78, fat_value 0.5";""
"3103220009079";"Tagada";"France";"sucre, sirop de glucose, gélatine, acidifiant, acide citrique, arôme, colorants, curcumine, carmins, carotènes mélangés.";"Haribo";"Stockomania";"370.27777";;"0";"proteins_value 3, energy_value 1550, fat_value 0, energy_100g 1550, carbohydrates_value 88";""
"3103220006245";"Floppie's";"France";"Sucre, sirop de glucose, dextrose, gélatine, acidifiant, carmins, bleu patenté V, carotènes végétaux, anthocyanes, agent d'enrobage, cire de carnauba., acide citrique, amidon, arôme, colorants, curcumine";"Haribo";"Netto";"377.20557";"80";"0.5";"proteins_value 1.7, saturated-fat_value 0.1, sodium_value 0.0196850393700787, sugars_value 80, energy_value 1579, salt_value 0.05, energy_100g 1579, fat_value 0.5, carbohydrates_value 91";""
"3103220007822";"Dragolo";"France";"sirop de glucose, sucre, dextrose, amidon, gélatine, acidifiants, acide citrique, acide malique, correcteurs d'acidité, citrate monosodique, malate acide de sodium, concentrés de fruits et de plantes, citron, orange, pomme, kiwi, baie de sureau, cassis, aronie, raisin, épinard, ortie, fruit de la passion, mangue, carthame, spiruline, arôme, jus de fruits concentrés, pomme, orange, citron, fraise, framboise, ananas, colorants, curcumine, carmins, bleu patenté V, charbon végétal médicinal, carotènes végétaux, Iutéine, anthocyanes, extrait de fruit, caroube, sirop de sucre inverti, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba";"Haribo";"Super U";"357.61667";"53";"0.5";"proteins_value 3.5, energy_value 1497, energy_100g 1497.0, fat_value 0.5, saturated-fat_value 0.1, sugars_value 53, sodium_value 0.01968503937007874, salt_value 0.05, carbohydrates_value 84";""
"3103220009208";"Banan's";"France";"Sucre, sirop de glucose, gélatine, acidifiant, acide citrique, arôme, concentrés de fruits et de plantes, citron, carthame, sirop de sucre inverti.";"Haribo";"Stockomani";"366.93332";"74";"0.5";"fat_value 0.5, carbohydrates_value 87, energy_value 1536, sugars_value 74, sodium_value 0.01968503937007874, salt_value 0.05, energy_100g 1536, proteins_value 2.8, saturated-fat_value 0.1";""
"3103220009451";"L'ours d'or";"France";"";"Haribo";"";;;;"";""
;"Bonbon Haribo Hari Croco";"Saint-Pierre-et-Miquelon,  en:france";"Sirop de glucose, sucre, dextrose, gélatine, acidifiant, acide citrique, concentrés de fruits et de plantes, extrait de fruit, caroube, sirop de sucre inverti, arômes, colorants, carmins, lutéine, agents d'enrobage, cire d'abeille, cire de carnauba., pomme, kiwi, épinard, ortie";"Haribo";"";"348.77777";;"0";"proteins_value 7, energy_100g 1460, carbohydrates_value 79, energy_value 1460, fat_value 0";""
;"Fraises Tagada";"France";"Sucre, sirop de glucose, gélatine, acidifiant, acide citrique, arôme, colorants, curcumine, carmins, carotènes mélangés. Il existe / a existé une autre version, même code barre, sans curcumine.";"Haribo";"G20";"359.76666";;"0";"energy_value 1506, fat_value 0, energy_100g 1506, carbohydrates_value 88, proteins_value 3";""
"3103220009123";"Original Happy Cola";"France";"Sirop de glucose, sucre, gélatine, dextrose, acidifiant, cire de carnauba., acide citrique, sirop de caramel, arôme, agents d'enrobage, cire d'abeille blanche et cire d'abeille jaune";"Haribo";"Stokomani";"337.07224";"43";"0.5";"fat_value 0.5, carbohydrates_value 75, sugars_value 43, sodium_value 0.011811023622047244, energy_value 1411, salt_value 0.03, energy_100g 1411, proteins_value 6.6, saturated-fat_value 0.1";""
"3103220009062";"Polka";"France";"Sirop de glucose, sucre, sirop de sucre mélasse, farine de blé, dextrose, gélatine, amidon, extrait de réglisse, maltodextrine, acidifiant, acide citrique, graisse végétale, sel, lactose, protéines du lait, arômes, concentrés de fruits et de plantes, extrait de fruit, caroube, sirop de sucre inverti, colorants, curcumine, carmins, carotènes mélangés, lutéine, anthocyanes, agents d'enrobage, cire d'abeille, cire de carnauba., pomme, kiwi, épinard, ortie, carthame, spiruline";"Haribo";"Distributeur";"348.77777";;"0.6";"proteins_value 5.5, energy_100g 1460, carbohydrates_value 79, energy_value 1460, fat_value 0.6";""
"3103220009574";"Tagada l'originale";"France, Portugal";"sucre, sirop de glucose, gélatine, acide citrique, arôme, colorants, curcumine, carmins, carotènes végétaux";"Haribo";"Carrefour, Super U";"1510";"74.0";"0.5";"salt_value 0.01, energy_value 361, sodium_value 0.003937007874015748, carbohydrates_value 87.0, fiber_value 0, energy_100g 1510, proteins_value 2.8, saturated-fat_value 0.1, sugars_value 74.0, fat_value 0.5";""
"3103220009567";"Polka";"France";"sirop de glucose, sucre, sirop de sucre métassé, farine de _blé_, dextrose, gélatine, amidon, extrait  de réglisse, maltodextrine, acidifiant, acide citriqque, graisse de palme, kiwi, épinard, ortie, carthame, spiruline, extrait de fruit, caroube, sirop de sucre inverti, colorants, curcumine, carmins, caroténes végétaux, lutéine, anthoncyanes, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba., sel, _lactose_, protéines de _lait_, arôme, concentrés de fruits et de plantes, pomme";"HARIBO";"Monoprix, Super U";"1406";"48.0";"1.2";"energy_value 336, sodium_value 0.25196850393700787, sugars_value 48.0, energy_100g 1406, salt_value 0.64, saturated-fat_value 0.6, proteins_value 4.4, fat_value 1.2, carbohydrates_value 76.0";""
"3103220006658";"Haribo Mao Croqui";"France";"sucre, sirop de glucose, graisse végétale, humectant, sirop de sorbitol, acidifiant, acide citrique, gélatine, arômes, sirop de caramel, extrait de réglisse, correcteur d'acidité, concentrés de fruits et de plantes, citron, carthame, spiruline, cassis, carottes, radis, pomme, anti-agglomérant, talc, sirop de sucre inverti, carbonate, ..., de sodium, agent d'enrobage, cire d'abeilles blanche et jaune";"Haribo, Mao Croqui";"Intermarché";"412.5611";"70";"5.1";"proteins_value 0.7, saturated-fat_value 2.5, energy_100g 1727, energy_value 1727, sugars_value 70, fiber_value 0, carbohydrates_value 90, fat_value 5.1";""
"3103220009130";"Croco";"France";"sirop de glucose, sucre, dextrose, gélatine, acidifiant, spiruline, pomme, sirop de sucre inverti, arôme, colorants, carmin, Iutéine, agents d'enrobage, cire d‘abeiIIe blanche et jaune, cire de carnauba., acide citrique, concentrés de fruits  et de plantes, carthame";"Haribo";"Super U";"1443";"51.0";"0.5";"carbohydrates_value 79.0, fat_value 0.5, salt_value 0.03, energy_100g 1443, energy_value 345, sodium_value 0.011811023622047244, sugars_value 51.0, proteins_value 5.7, saturated-fat_value 0.1";""
"3103220009260";"Les schtroumpfs";"France";"Sirop de glucose, sucre, gélatine, dextrose, acidifiant, acide citrique, arômes, colorants, carmins, bleu patenté v, lutéine, agents d'enrobage, cire d'abeille, cire de carnauba";"Haribo";"Monoprix";"341.6111";;"0";"energy_100g 1430, carbohydrates_value 76, energy_value 1430, fat_value 0, proteins_value 8";""
"3103220009512";"Chamallows";"France";"sirop de glucose, sucre, eau, gélatine, humectant, sirop de sorbitol, maltodextrine, amidon, acidifiant, acide citrique, arôme, colorant, carmins.";"haribo";"";"331.3389";"64";"0.5";"carbohydrates_value 80, fat_value 0.5, proteins_value 2.6, saturated-fat_value 0.1, salt_value 0.02, energy_100g 1387, energy_value 1387, sodium_value 0.007874015748031496, sugars_value 64";""
"3103220009956";"Tirlibibi";"France, guadeloupe";"SIROP DE GLUCOSE, SUCRE, SIROP DE SUCRE MÉLASSÉ, FARINE DE BLÉ, DEXTROSE, GÉLATTNE, AMIDON, EXTRAIT DE RÉGLISSE, MALTODEXTRINE, ACIDIFIANT, ACIDE CITRIQUE, GRAISSE VÉGÉTALE, SEL, LACTOSE, PROTÉINES DU LAIT, ARÔMES, CONCENTRÉS DE FRUITS ET DE PLANTES, EXTRAIT DE FRUIT, CAROUBE, SIROP DE SUCRE INVERTI, COLORANTS, CURCUMINE, CARMINS, CAROTÈNES MÉLANGÉS, LUTÉINE, ANTHOCYANES, AGENTS D'ENROBAGE, CIRE D'ABEILLE, CIRE DE CARNAUBA., POMME, KIWI, ÉPINARD, ORTIE, CARTHAME, SPIRULINE";"haribo";"";"348.77777";;"0.6";"proteins_value 5.5, carbohydrates_value 79, energy_100g 1460, fat_value 0.6, energy_value 1460";""
"3103220009710";"Les Schtroumpfs";"France";"sirop de glucose, sucre, gélatine, dextrose, acidifiant, acide citrique, arômes, colorants, carmins, bleu patenté V, lutéine, anthocyanes, agent d'enrobage, cire d'abeille blanche et jaune, cire de carnauba.";"Haribo";"Leclerc, Cora, Netto, Super U";"1389";"43";"0.5";"carbohydrates_value 75, fat_value 0.5, saturated-fat_value 0.1, proteins_value 6.6, energy_100g 1389, salt_value 0.029972, sugars_value 43, sodium_value 0.0118, energy_value 332";""
"3103220009215";"Super frites P!k";"France";"sirop de glucose, sucre, gélatine, dextrose, acidifiants, acide citrique, acide malique, agent d'enrobage, cire de carnauba, correcteurs d'acidité, citrates de calcium, malate acide de sodium, arôme, concentré de fruit et de plantes, sirop de sucre inverti, colorants, bleu patenté V, carotènes mélangés, lutéine, anthocyanes., citron, carthame";"Haribo";"Stokomani";"359.28888";"51";"0.5";"proteins_value 6, saturated-fat_value 0.1, energy_value 1504, sugars_value 51, sodium_value 0.06692913385826772, salt_value 0.17, energy_100g 1504, fat_value 0.5, carbohydrates_value 81";""
"3103220009628";"Phantasia";"France";"Sirop de glucose, sucre, gélatine, dextrose, acidifiant, acide citrique, concentrés de fruits et de plantes, arômes, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba, sirop de caramel, sirop de sucre inverti., carthame, spiruline, pomme, citron, patate douce, carotte, radis, cassis, hibiscus, myrtille";"Haribo";"Carrefour";"361.67776";"49";"0.5";"carbohydrates_value 81, fat_value 0.5, salt_value 0.01, energy_100g 1514, energy_value 1514, sugars_value 49, proteins_value 6.2, saturated-fat_value 0.1";""
"3103220030455";"HARIBO Schtroumpf";"France";"sirop de glucose, sucre, gélatine, dextrose, acidifiant, acide citrique, arômes, colorants, carmins, bleu patenté V, lutéine, agents d'enrobage, cire d'abeille, cire de carnauba";"HARIBO";"Restaurant, Courtepaille";;;;"";""
"3103220038048";"Academy P!k";"France";"Sirop de glucose, sucre, gélatine, dextrose, acidifiants, acide citrique, acide malique, agent d'enrobage, malate acide de sodium, arôme, concentrés de fruits et plantes, spiruline, patate douce, radis, carthame, citron, sirop de sucre inverti, colorants, anthocyanes, carotènes végétaux, lutéine, bleu patenté V., cire de carnauba, correcteurs d'acidité, citrate tricalcique";"Haribo";"Simply Market, Super U";"1481";"51";"0.5";"proteins_value 6, saturated-fat_value 0.1, energy_value 354, sugars_value 51, sodium_value 0.06692913385826772, salt_value 0.17, energy_100g 1481, fat_value 0.5, carbohydrates_value 81";""
"3103220036396";"Oasis";"France";"Sirop de glucose, sucre, gélatine, dextrose, jus de fruits concentrés 2‚, équivalent fruits, raisin, pomme, poire, orange, citron, acidifiant, spiruline, pomme, arômes naturels, colorants, carotènes végétaux, lutéine, anthocyanes, agents d'enrobage, cire d'abeille blanche et jaune, cire de carnauba., acide citrique, concentrés de fruits et de plantes, carthame";"Haribo";"";"340.17776";"48";"0.5";"carbohydrates_value 77, fat_value 0.5, saturated-fat_value 0.1, proteins_value 5.6, energy_100g 1424, salt_value 0.03, sodium_value 0.011811023622047244, sugars_value 48, energy_value 1424";""
