"id";"product_name";"countries";"ingredients";"brands";"stores";"image_url"
"42270188";"IsoSport Grapefruit";"[""Deutschland""]";"{""pantothensaure"":""Pantothensäure"",""kaliumcitrate"":""Kaliumcitrate"",""sussungsmittel"":""Süßungsmittel"",""vitaminmischung"":""Vitaminmischung"",""stabilisator"":""Stabilisator"",""grapefruitsaftkonzentrat"":""Grapefruitsaftkonzentrat"",""alpha-tocopherol"":""Alpha-Tocopherol"",""ascorbinsaure"":""Ascorbinsäure"",""wasser"":""Wasser"",""cyclamat"":""Cyclamat"",""fruktosesirup"":""Fruktosesirup"",""orangensaftkonzentrat"":""Orangensaftkonzentrat"",""magnesiumascorbat"":""Magnesiumascorbat"",""vitamin-b12"":""Vitamin B12"",""vitamin-b6"":""Vitamin B6"",""saureregulator"":""Säureregulator"",""biotin"":""Biotin"",""niacin"":""Niacin"",""kohlensaure"":""Kohlensäure"",""naturliches-citrus-aroma-mit-anderen-naturlichen-aromen"":""natürliches Citrus-Aroma mit anderen natürlichen Aromen"",""antioxidationsmittel"":""Antioxidationsmittel"",""johannisbrotkernmehl"":""Johannisbrotkernmehl"",""citronensaure"":""Citronensäure"",""sauerungsmittel"":""Säuerungsmittel"",""vitamin-e"":""Vitamin E"",""zitronensaftkonzentrat"":""Zitronensaftkonzentrat"",""saccharin"":""Saccharin""}";"[""Freeway""]";"null";""
"5202047012830";"Jus de grenade";"[""France""]";"{""a-base-de-jus-concentre"":""à base de jus concentré"",""fructose"":""fructose"",""jus-de-grenade"":""jus de grenade""}";"[""Soleil Grec""]";"null";""
"5201309608071";"Mythos bière";"[""France""]";"{""maltose"":""maltose"",""orge-maltee"":""orge maltée"",""houblon"":""houblon"",""eau"":""Eau"",""levure"":""levure.""}";"[""Mythos""]";"[""Lidl""]";""
"5201450400159";"Zitrono Zitronendressing";"[""Deutschland""]";"{""konservierungsmittel-e211"":""Konservierungsmittel E211"",""zitronensaure"":""Zitronensäure"",""wasser"":""Wasser"",""naturliche-aromastoffe"":""natürliche Aromastoffe"",""konzentrierter-zitronensaft"":""konzentrierter Zitronensaft""}";"[""Zitrono""]";"null";""
"5202413002014";"Ouzo Plomari";"[""Deutschland""]";"{""krauter"":""Kräuter"",""alkohol"":""Alkohol"",""wasser"":""Wasser"",""anis"":""Anis""}";"[""Isidoros Arvanitis""]";"null";""
"29033607";"Kamille";"[""Deutschland""]";"{""kamille"":""Kamille.""}";"[""Westminster Tea""]";"[""Aldi""]";""
"54085022";"Triple";"[""France""]";"{""malt-de-froment"":""malt de froment"",""saaz"":""saaz"",""houblon"":""houblon"",""eau"":""eau"",""levure"":""levure"",""malt-d-orge"":""malt d'orge"",""sucre"":""sucre""}";"[""Prior""]";"null";""
"80008576";"San Benedetto Naturalle";"[""Deutschland""]";"{""naturliches-mineralwasser"":""Natürliches Mineralwasser""}";"[""San Benedetto""]";"null";""
"01561540";"Bière";"[""France""]";"null";"[""Kirin Ichiban""]";"null";""
"6921417900018";"";"[""China""]";"null";"[""wanyue""]";"null";""
"6922255451427";"";"[""China""]";"null";"[""ganten""]";"null";""
"6926027717094";"光明啤酒";"[""en:china""]";"null";"[""光明啤酒"",""Guangming Beer""]";"null";""
"3483981000691";"Equilibré";"[""France""]";"{""melange-d-arabicas-issus-l-agriculture-biologique-provenant-de-differents-pays"":""Mélange d'arabicas issus l'agriculture biologique provenant de différents pays"",""mexique"":""Mexique"",""bolivie"":""Bolivie."",""perou"":""Pérou"",""guatemala"":""Guatemala""}";"[""Café Michel""]";"[""Planète Lilas"",""Biocoop""]";""
"3483981000417";"Mexique";"[""France""]";"{""cafe-bio"":""café bio""}";"[""Café Michel""]";"[""Biocoop""]";""
"3483981001070";"thé vert guarana";"[""France""]";"null";"[""Terra Etica""]";"null";""
"3483981000226";"Arabicas et robustas moulus";"[""France""]";"{""cafe"":""Café.""}";"[""Café Michel""]";"null";""
"3483981001292";"Arabica moulu pure origine Pérou";"[""France""]";"null";"[""Café Michel""]";"null";""
"3485853568513";"Corbières rosé 2015";"[""France""]";"null";"null";"null";""
"3488330003927";"Crémant d'Alsace Brut";"[""France""]";"{""sulfites"":""_sulfites_""}";"[""Henri Obermeyer"",""CWL""]";"null";""
"3486820060009";"Cidre artisanal bouché brut";"[""France""]";"null";"[""Cidrerie des terroirs"",""Colpo""]";"null";""
"3486820080007";"Royal Guillevic";"[""France""]";"null";"null";"null";""
"3489490000016";"Pur Jus de Pommes";"[""France""]";"{""pommes-issues-de-l-agriculture-biologique"":""Pommes issues de l'agriculture biologique""}";"[""De Contesse""]";"[""Les Nouveaux Robinson""]";""
"3486640000582";"vin";"[""France""]";"null";"[""Pierre de marca""]";"null";""
