id;product_name;countries;ingredients;brands;stores;image_url;
20616793;"Wholemeal cookies with thyme honey and oat flakes";"France";"farine-de-ble-complet~>farine de _blé_ complet,flocons-d-avoine~>flocons d'_avoine_,sucre~>sucre,beurre~>beurre,lait~>_lait_,huile-d-olive-extra~>huile d'olive extra,noisettes~>_noisettes_,miel-de-thym~>miel de thym,lait-entier~>_lait_ entier,sel~>sel,poudre-a-lever~>poudre à lever,carbonates-de-sodium~>carbonates de sodium";"Eridanous,Lidl";"Lidl";"null";
2030502314457;"Versaillais 8 personnes";"France";"cadre-versaillais~>Cadre versaillais,chocolat-noir~>chocolat noir,arome-naturel-de-vanille~>arôme naturel de vanille),chocolat-de-couverture-au-lait~>chocolat de couverture au lait,arome-vanille~>arôme vanille),crepe-dentelle~>crèpe dentelle,lactoserum-en-poudre~>lactosérum en poudre,sel~>sel,farine-de-malt-d-orge~>farine de malt d'orge,poudre-a-lever~>poudre à lever,e500~>E500),pate-de-noisette~>pâte de noisette,sucre~>sucre,praline~>praline,~>),blanc-d-oeuf~>blanc d'oeuf,gelifiant-e412~>gélifiant E412,lait~>lait,poudre-d-amande~>poudre d'amande,chapelure~>chapelure,farine-de-ble~>farine de blé,cacao-maigre-en-poudre~>cacao maigre en poudre,beurre-de-cacao~>beurre de cacao,ameliorant~>améliorant,sel~>sel,plaque-chocolat-noir~>plaque chocolat noir,arome-vanille-naturelle~>arôme vanille naturelle),colorant~>colorant,e171~>E171,creme~>crème,stabilisant~>stabilisant,e407~>E407,pate-de-cacao~>pâte de cacao,sucre~>sucre,cacao-maigre-en-poudre~>cacao maigre en poudre,emulsifiant~>émulsifiant,e322~>E322,soja~>soja,sucre~>sucre,lait-en-poudre~>lait en poudre,beurre-de-cacao~>beurre de cacao,pate-de-cacao~>pâte de cacao,emulsifiant~>émulsifiant,e322~>E322,soja~>soja,farine-de-froment~>farine de froment,sucre~>sucre,matiere-grasse-laitiere-anhydre~>matière grasse laitière anhydre,graisses-non-hydrogenees~>graisses non hydrogénées,coprah-palmiste~>coprah palmiste,noisette~>noisette,sucre~>sucre,emulsifiant-e322~>émulsifiant E322,soja~>soja,farine-de-ble~>farine de blé,levure~>levure,sel~>sel,eau~>eau,emulsifiant~>émulsifiant,e471~>E471,e477~>E477,stabilisant~>stabilisant,e422~>E422,masse-cacao~>masse cacao,sucre~>sucre,beurre-de-cacao~>beurre de cacao,emulsifiant~>émulsifiant,e322~>E322,soja~>soja";"Auchan";"Auchan";"null";
2030503839683;"Doonys assortis";"France";"pate~>Pâte,farine-de-ble~>farine de blé,matieres-grasses~>matières grasses,eau~>eau,dextrose~>dextrose,sucre~>sucre,sel~>sel,farine-de-soja~>farine de soja,amidon~>amidon,levure~>levure,poudre-a-lever-e450i~>poudre à lever E450i,e500ii~>E500ii,agent-de-traitement-de-la-farine-e300~>agent de traitement de la farine E300,poudre-de-lait-ecreme~>poudre de lait écrémé,lactoserum-en-poudre-    arome-vanille~>lactosérum en poudre.    Arome vanille,pate-de-cacao~>pate de cacao,sirop-de-glucose~>sirop de glucose,poudre-de-cacao-degraissee~>poudre de cacao dégraissée,emulsifiant~>émulsifiant,e471~>E471,e481~>E481,e322~>E322,e472a~>E472a,e473~>E473,stabilisant~>stabilisant,e420~>E420,e516~>E516,epaississant~>épaississant,e406~>E406,e414~>E414,e410~>E410,colorant~>colorant,e171~>E171,e160~>E160,arome~>arôme,agent-d-enrobage~>agent d'enrobage,e414~>E414,e904-    chocolat~>E904.    Chocolat,sucre~>sucre,emulsifiant~>émulsifiant,e472e~>E472e,e481~>E481,e471~>E471,colorant-e160-decor-sucre~>colorant E160. Décor sucre,pate-de-cacao~>pâte de cacao,beurre-de-cacao~>beurre de cacao,poudre-de-lait~>poudre de lait,matiere-grasse-laitiere-anhydre~>matière grasse laitière anhydre,emulsifiant-e322~>émulsifiant E322,e476~>E476,arome-    arome-banane~>arôme.    Arôme banane,emulsifiant-e471~>émulsifiant E471,e481~>E481,e472e~>E472e,lactoserum-en-poudre~>lactosérum en poudre,colorant-e160-decor-sucre~>colorant E160. Décor sucre,eau~>eau,pate-de-cacao~>pate de cacao,sirop-de-glucose~>sirop de glucose,poudre-de-cacao-degraisse~>poudre de cacao dégraissé,stabilisant-e420~>stabilisant E420,e516~>E516,huile-vegetale~>huile végétale,epaississant-e406~>épaississant E406,e414~>E414,e410~>E410,emulsifiant-e322~>émulsifiant E322,e473~>E473,agent-d-enrobage-e414~>agent d'enrobage E414,e904~>E904,extrait-de-carotte~>extrait de carotte,arome-    rose~>arôme.    Rose,sirop-de-glucose~>sirop de glucose,emulsifiant-e471~>émulsifiant E471,e481~>E481,e472e~>E472e,e322~>E322,e473~>E473,stabilisant-e420~>stabilisant E420,e516~>E516,epaississant-e406~>épaississant E406,e414~>E414,e410~>E410,colorant-e120~>colorant E120,e100~>E100,e171~>E171,e160~>E160,arome~>arôme,agent-d-enrobage-e414~>agent d'enrobage E414,e904-    glace-vermicelle-sirop-de-glucose~>E904.    Glace vermicelle sirop de glucose,emulsifiant-e471~>émulsifiant E471,e472e~>E472e,e481~>E481,e322~>E322,e473~>E473,stabilisant-e420~>stabilisant E420,e516~>E516,epaississant-e406~>épaississant E406,e414~>E414,e410~>E410,colorant-e171~>colorant E171,e162~>E162,e161b~>E161b,e160c~>E160c,e160~>E160,arome~>arôme,agent-d-enrobage-e904~>agent d'enrobage E904,e414~>E414,spiruline~>spiruline.,graisse-vegetale~>graisse végétale,huile-vegetale~>huile végétale";"Auchan";"Auchan";"null";
2030507993961;"Donuts brown glazed";"France";"";"";"Auchan";"null";
3567747050257;"2 éclairs café";"France";"creme-cafe~>Crème café,77~>77‚,eau~>eau,sucre~>sucre,amidon-modifie~>amidon modifié,pomme-de-terre~>pomme de terre,lait-ecreme-en-poudre~>_lait_ écrémé en poudre,matiere-grasse-vegetal~>matière grasse végétal,coco~>coco,lactoserum~>lactosérum,lait~>_lait_,epaississants~>épaississants,cafe-soluble-0~>café soluble 0‚,sirop-de-glucose~>sirop de glucose,maltodextrine~>maltodextrine,emulsifiants~>émulsifiants,aromes~>arômes,colorant-e160a-  coque-pur-beurre~>colorant E160a.  Coque pur beurre,11~>11‚,oeufs~>_œufs_,farine-de-ble~>farine de blé,gluten~>_gluten_,beurre-patissier-2~>beurre pâtissier 2‚,lait~>_lait_,stabilisant-e422~>stabilisant E422,sel~>sel,poudre-a-lever~>poudre à lever,  glacage~>.  Glaçage,11~>11‚,sucre~>sucre,sirop-de-glucose~>sirop de glucose,matiere-grasse-vegetale~>matière grasse végétale,eau~>eau,humectant-e420ii~>humectant E420ii,extrait-de-cafe-0~>extrait de café 0‚,emulsifiants~>émulsifiants,sel~>sel,colorants~>colorants,acidifiant-e334~>acidifiant E334,arome~>arôme.,e401~>E401,e410~>E410,e471~>E471,e472b~>E472b,e450~>E450,e500~>E500,palme~>palme,colza~>colza,e471~>E471,e473~>E473,e150c~>E150c,e171~>E171";"Pâtissier de nos régions";"";"null";
3567747050165;"2 Flans";"France";"lait~>Lait,sucre~>sucre,farine~>farine,e300~>E300),creme-8~>crème 8‚,lait~>lait,huiles-et-graisses-vegetales-raffinees~>huiles et graisses végétales raffinées,beurre-concentre~>beurre concentré,lait~>lait,jaune-d-oeuf-3~>jaune d'oeuf 3‚,amidon-modifie-de-mais~>amidon modifié de maïs,e450~>E450,e341~>E341,e500~>E500,amidon-de-froment~>amidon de froment,oeuf-entier-1~>oeuf entier 1‚,eau~>eau,aromes~>arômes,beta-carotene~>bêta-carotène,e101~>E101,e415~>E415,e407~>E407,e322~>E322,e471~>E471,e202~>E202,e330~>E330.,ble-et-ble-malte~>blé et blé malté,gluten~>gluten";"Jean-Michel Combaz";"Carrefour Market";"null";
3567747050141;"Tartelettes Chocolat Noisette";"France";"sucre~>Sucre,farine-de-ble~>farine de _blé_,huiles-et-graisses-vegetales-raffinees~>huiles et graisses végétales raffinées,beurre-concentre~>_beurre_ concentré,cacao-maigre-en-poudre~>cacao maigre en poudre,oeufs-entiers~>_oeufs_ entiers,creme~>_crème_,stabilisant-e407~>stabilisant E407,pate-de-cacao~>pâte de cacao,eau~>eau,noisettes~>_noisettes_,poudre-de-lait-ecreme-et-entier~>poudre de _lait_ écrémé et entier,jaune-d-oeuf~>jaune d'_oeuf_,beurre-de-cacao~>beurre de cacao,emulsifiants~>émulsifiants,aromes~>arômes,arome-de-vanille~>arôme de vanille,poudres-a-lever~>poudres à lever,huile-butyrique~>_huile butyrique_,amidon-de-froment~>amidon de _froment_,acidifant-e330~>acidifant E330.,palme~>palme,colza~>colza,tournesol~>tournesol,karite~>karité,e471~>E471,e322~>E322,e450~>E450,e341~>E341,e500~>E500";"Pâtissier de nos régions";"Intermarché";"null";
3567747050264;"2 éclairs chocolat";"France";"creme-chocolat~>Crème chocolat,77~>77‚,eau~>eau,amidon-modifie~>amidon modifié,pomme-de-terre~>pomme de terre,pate-de-cacao-3-5-lait-ecreme-en-poudre~>pâte de cacao 3‚5 % LAIT écrémé en poudre,matieres-grasses-vegetales~>matières grasses végétales,coco~>coco,lactoserum~>lactosérum,lait~>LAIT,epaississants~>épaississants,sirop-de-glucose~>sirop de glucose,maltodextrine~>maltodextrine,emulsifiants~>émulsifiants,~>),aromes~>arômes,colorant-e160a~>colorant E160a,beurre-de-cacao-    coque-pur-beurre~>beurre de cacao.    Coque pur beurre,11~>11‚,oeufs~>OEUFS,farine-de-ble~>farine de blé,gluten~>GLUTEN,beurre-patissier-2~>beurre pâtissier 2‚,lait~>LAIT,stabilisant-e422~>stabilisant E422,sel~>sel,poudre-a-lever~>poudre à lever,    glacage~>.    Glaçage,11~>11‚,sucre~>sucre,sirop-de-glucose~>sirop de glucose,matiere-grasse-vegetale~>matière grasse végétale,eau~>eau,humectant-e420ii~>humectant E420ii,extrait-de-cafe-0~>extrait de café 0‚,emulsifiants~>émulsifiants,sel~>sel,colorants~>colorants,acidifiant-e334~>acidifiant E334,arome~>arôme.,e401~>E401,e410~>E410,e471~>E471,e472b~>E472b,e322~>E322,soja~>SOJA,e450~>E450,e500~>E500,palme~>palme,colza~>colza,e471~>E471,e473~>E473,e150c~>E150c,e171~>E171";"Pâtissier de nos régions";"";"null";
3567640105009;"Biscuits de chalais";"France";"farine-de-froment~>Farine de froment,sucre~>sucre,huile-de-colza~>huile de colza,emulsifiant~>émulsifiant,mono-et-diglycerides-d-acides-gras~>mono et diglycérides d'acides gras,miel~>miel,lait-ecreme-en-poudre~>lait écrémé en poudre,poudre-levante~>poudre levante,bicarbonates-d-ammonium-et-de-sodium~>bicarbonates d'ammonium et de sodium,sel~>sel,aromes-naturels~>arômes naturels";"";"";"null";
3560070806911;"Mini Quatre Quarts";"France";"farine-de-ble~>Farine de _blé_,sucre~>sucre,oeufs~>_oeufs_,beurre-patissier~>_beurre_ pâtissier,soit-27-en-beurre-reconstitue~>soit 27% en _beurre_ reconstitué,stabilisant~>stabilisant,glycerol~>glycérol,emulsifiant~>émulsifiant,mono~>mono,et-diglycerides-d-acides-gras~>et diglycérides d'acides gras,poudres-a-lever~>poudres à lever,diphosphates~>diphosphates,carbonates-de-sodium~>carbonates de sodium,sel~>sel,poudre~>poudre,de-lait-ecreme~>de _lait_ écrémé,epaississant~>épaississant,farine-de-graines-de-caroube~>farine de graines de caroube,correcteur-d-acidite~>correcteur d'acidité,acide-citrique~>acide citrique,arome~>arôme,colorant~>colorant,carotenoides~>caroténoïdes";"Carrefour";"Carrefour";"null";
